id,type,nb_pieces,loc,surface,prix,loc1,loc2,loc3,loc1_x,loc1_y,loc2_x,loc2_y,loc3_x,loc3_y
immo-facile-56436502,Appartement,5,75015 Paris 15e (Dupleix - Motte Picquet),118,1289600,Dupleix - Motte Picquet,Quartier Dupleix,75015,48.852678499999996,2.2919682005109245,48.852678499999996,2.2919682005109245,48.8411228,2.2927657
safti-1-1359793,Appartement,2,75015 Paris 15e (Cambronne - Garibaldi),46,428000,Cambronne - Garibaldi,Quartier Necker,75015,48.8475232,2.3029457,48.8419763,2.312914671866996,48.8411228,2.2927657
immo-facile-56431889,Appartement,2,75015 Paris 15e (Dupleix - Motte Picquet),37,380000,Dupleix - Motte Picquet,Quartier Dupleix,75015,48.852678499999996,2.2919682005109245,48.852678499999996,2.2919682005109245,48.8411228,2.2927657
apimo-85257545,Appartement,5,75015 Paris 15e (Dupleix - Motte Picquet),125,1780000,Dupleix - Motte Picquet,Quartier Dupleix,75015,48.852678499999996,2.2919682005109245,48.852678499999996,2.2919682005109245,48.8411228,2.2927657
ag753010-439227785,Appartement,2,75015 Paris 15e (Alleray - Procession),51,480000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
ag753010-439297094,Appartement,4,75015 Paris 15e (Alleray - Procession),90,775000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
nestenn-1-99939007388,Appartement,2,75015 Paris 15e (Alleray - Procession),53,267000,Alleray - Procession,,75015,48.8367451,2.3082045123872907,,,48.8411228,2.2927657
immo-facile-56439235,Appartement,2,75015 Paris 15e (Georges Brassens),50,400000,Georges Brassens,Quartier Saint-Lambert,75015,48.8300493,2.2950116,48.8344438,2.298215644730872,48.8411228,2.2927657
century-21-202_2864_9279,Appartement,3,75015 Paris 15e (Vaugirard - Parc des Expositions),69,599000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
ag753010-439205348,Appartement,3,75015 Paris 15e (Vaugirard - Parc des Expositions),55,599000,Vaugirard,Quartier Saint-Lambert,75015,48.839587,2.3012795,48.8344438,2.298215644730872,48.8411228,2.2927657
apimo-85177283,Appartement,2,75015 Paris 15e (Emeriau - Zola),71,700000,Emeriau,Quartier de Grenelle,75015,48.8491184,2.2856383,48.8465079,2.290703,48.8411228,2.2927657
gedeon-29839393,Appartement,3,75015 Paris 15e (Dupleix - Motte Picquet),68,808800,Dupleix - Motte Picquet,Quartier Dupleix,75015,48.852678499999996,2.2919682005109245,48.852678499999996,2.2919682005109245,48.8411228,2.2927657
